u,g,r,i,z,u_g,g_r,r_i,i_z,redshift,class
22.08327,20.08268,18.99905,18.53523,18.23391,2.000589999999999,1.0836299999999994,0.4638200000000019,0.3013199999999969,-0.0009024572,STAR
19.85575,19.91898,20.08075,19.7268,19.77466,-0.06323000000000079,-0.16176999999999708,0.35394999999999754,-0.047860000000000014,1.788585,QSO
21.40381,21.1823,20.77498,20.66934,20.55641,0.22150999999999854,0.4073200000000021,0.10564000000000107,0.11292999999999864,1.263605,QSO
24.63467,25.11438,21.37795,21.61192,19.99956,-0.47971000000000075,3.736430000000002,-0.2339700000000029,1.6123600000000025,0.002404557,STAR
23.04934,21.46859,19.72983,17.773,16.70602,1.5807500000000019,1.7387599999999992,1.95683,1.066980000000001,-0.0001570951,STAR
24.5078,24.07414,21.32339,20.0419,19.51226,0.4336599999999997,2.75075,1.2814900000000016,0.529639999999997,0.7229756,GALAXY
20.26909,20.01745,20.30574,20.55732,20.61964,0.2516399999999983,-0.28828999999999994,-0.2515800000000006,-0.06231999999999971,0.0002396036,STAR
18.31199,17.22252,16.97293,16.91551,16.89761,1.0894700000000022,0.24958999999999776,0.05742000000000047,0.017900000000000915,-0.0001658359,STAR
22.15688,23.22161,20.50098,19.17825,18.6385,-1.0647299999999973,2.72063,1.32273,0.539749999999998,0.6879658,GALAXY
21.00897,19.94038,19.4281,19.2132,19.07769,1.0685900000000004,0.5122800000000005,0.2149000000000001,0.13551000000000002,-0.000928904,STAR
22.53234,21.01385,19.28673,18.67324,18.20084,1.51849,1.7271200000000029,0.6134899999999988,0.4724000000000004,0.3508759,GALAXY
20.84007,18.55618,17.57758,17.23807,17.0504,2.2838899999999995,0.9786000000000001,0.33951000000000064,0.18767000000000067,-0.0001178434,STAR
24.79469,21.5635,21.2894,21.19506,21.40755,3.231189999999998,0.2741000000000007,0.09433999999999898,-0.21248999999999896,2.886739,QSO
24.43613,22.74555,22.47173,21.6634,21.38084,1.690579999999997,0.2738200000000006,0.8083300000000015,0.28256000000000014,0.8300446,GALAXY
25.041,21.33029,19.5791,18.74582,18.2819,3.710709999999999,1.7511900000000011,0.833280000000002,0.4639199999999981,0.4762639,GALAXY
17.63343,16.57862,16.57487,16.6027,16.67499,1.0548099999999998,0.003750000000000142,-0.027829999999998023,-0.07229000000000241,-8.80265e-05,STAR
20.70376,20.70173,20.87579,20.57845,20.34322,0.002029999999997756,-0.17405999999999722,0.2973399999999984,0.23523000000000138,1.70994,QSO
18.97161,18.93741,18.59916,18.6051,18.85397,0.034199999999998454,0.3382499999999986,-0.005939999999998946,-0.24887000000000015,1.12581,QSO
21.46967,19.37395,17.90397,17.38886,17.0195,2.09572,1.4699799999999996,0.51511,0.36936000000000035,0.2585993,GALAXY
20.44282,18.06283,16.84431,16.36471,16.01328,2.3799899999999994,1.2185200000000016,0.47960000000000136,0.351429999999997,0.1682141,GALAXY
19.11035,18.09249,17.61559,17.42142,17.33303,1.0178599999999989,0.47690000000000055,0.19416999999999973,0.08839000000000041,1.688441e-05,STAR
23.86736,22.28532,20.95111,20.32173,20.0858,1.5820400000000028,1.3342099999999988,0.6293800000000012,0.23592999999999975,-0.0002209484,STAR
22.87793,21.86431,21.72801,21.99492,20.93424,1.0136199999999995,0.13629999999999853,-0.2669099999999993,1.0606800000000014,2.559693,QSO
19.80119,18.85362,18.76995,18.77933,18.75746,0.9475699999999989,0.08366999999999791,-0.009380000000000166,0.021870000000003387,0.0005949868,STAR
18.97053,17.86891,17.4348,17.20531,17.14178,1.1016200000000005,0.43411000000000044,0.22948999999999842,0.06353000000000009,0.03476626,GALAXY
21.25583,21.21048,20.8637,20.56393,20.44207,0.04534999999999911,0.346779999999999,0.2997700000000023,0.12185999999999808,1.487037,QSO
18.43169,17.53618,17.17052,16.9859,16.943,0.895509999999998,0.3656600000000019,0.1846199999999989,0.042899999999999494,-0.00023905,STAR
22.74498,20.49496,18.96589,17.3193,16.43213,2.250020000000003,1.5290699999999973,1.6465900000000033,0.8871699999999976,-0.0001146962,STAR
22.4123,21.21531,19.48845,18.59164,18.13451,1.1969899999999996,1.7268599999999985,0.8968099999999986,0.4571300000000029,0.4607949,GALAXY
22.80882,20.24261,20.02522,19.99492,19.85452,2.5662100000000017,0.2173899999999982,0.030300000000000438,0.14039999999999964,3.048542,QSO
20.36306,18.51393,17.57339,17.15802,16.8392,1.8491300000000024,0.9405399999999986,0.41536999999999935,0.31881999999999877,0.09070906,GALAXY
23.85788,20.97204,19.41168,18.5468,18.03886,2.8858400000000017,1.5603599999999993,0.8648799999999994,0.5079400000000014,6.813402e-05,STAR
22.23242,21.17339,20.0769,19.21175,18.82036,1.05903,1.0964900000000029,0.8651499999999999,0.3913899999999977,0.4996786,GALAXY
21.87408,20.66559,20.52107,20.34466,20.08207,1.2084899999999976,0.14451999999999998,0.17641000000000062,0.26258999999999943,-0.0008503356,STAR
24.02752,22.26178,20.36403,19.47944,19.04987,1.7657399999999974,1.897750000000002,0.8845899999999993,0.4295700000000018,0.4236464,GALAXY
20.70615,20.85833,20.63911,20.54145,20.83751,-0.15217999999999776,0.21921999999999997,0.09765999999999764,-0.29606000000000066,1.301031,QSO
26.64565,23.12816,21.19662,20.07426,19.61054,3.5174899999999987,1.9315400000000018,1.1223600000000005,0.4637199999999986,0.6538143,GALAXY
22.50742,22.11687,21.56858,21.43605,22.05909,0.39055000000000106,0.548289999999998,0.13252999999999915,-0.6230399999999996,1.050157,QSO
19.74586,19.82453,19.6559,19.62193,19.72671,-0.07866999999999891,0.16863000000000028,0.033970000000000056,-0.10478000000000165,1.330617,QSO
22.41092,20.52327,19.21466,18.60778,18.18702,1.8876500000000007,1.3086100000000016,0.6068799999999968,0.42076000000000136,0.1874598,GALAXY
21.21724,18.6444,17.16642,15.68612,14.86332,2.5728399999999993,1.4779800000000023,1.480299999999998,0.8228000000000009,-4.304428e-05,STAR
22.46369,21.7914,21.62501,21.64531,21.37457,0.6722900000000003,0.16638999999999982,-0.020299999999998875,0.27074,1.604565,QSO
20.20222,19.52698,19.29051,19.21994,19.12085,0.6752400000000023,0.23646999999999707,0.07057000000000002,0.09909000000000034,-0.0002973624,STAR
20.95372,19.10675,17.69282,17.15137,16.81516,1.846969999999999,1.4139300000000006,0.5414500000000011,0.33621000000000123,0.2217725,GALAXY
21.45401,20.80481,20.94399,20.74411,20.43947,0.6492000000000004,-0.13917999999999964,0.19988000000000028,0.30463999999999913,2.208735,QSO
18.32598,16.78338,15.99169,15.59357,15.29933,1.5426000000000002,0.7916900000000009,0.3981200000000005,0.2942400000000003,0.06610879,GALAXY
21.82521,20.35423,20.2457,20.15662,19.60457,1.4709799999999973,0.10853000000000179,0.08907999999999916,0.5520500000000013,2.37508,QSO
23.20531,25.70713,22.0099,20.78374,19.88966,-2.5018199999999986,3.697230000000001,1.2261599999999966,0.8940800000000024,0.8333309,GALAXY
21.8626,21.45142,20.6137,20.05881,19.57603,0.41118000000000166,0.8377199999999974,0.5548900000000003,0.48278000000000176,1.392928,QSO
19.30117,18.13651,18.22337,18.38725,18.45604,1.1646599999999978,-0.08685999999999794,-0.16388000000000247,-0.0687899999999999,0.0003378531,STAR
22.65054,22.44987,21.38837,19.85667,19.06698,0.2006699999999988,1.0615000000000023,1.5316999999999972,0.7896900000000002,-0.0002125916,STAR
25.18686,24.28765,21.92314,20.81575,19.80774,0.8992100000000001,2.3645099999999992,1.1073899999999988,1.0080100000000023,0.6230652,GALAXY
19.26926,18.02802,17.59067,17.34306,17.20747,1.2412399999999977,0.4373500000000021,0.2476099999999981,0.13559000000000054,0.05903694,GALAXY
20.05189,18.28323,17.31628,16.91992,16.58878,1.7686600000000006,0.9669500000000006,0.3963599999999978,0.3311400000000013,0.1135885,GALAXY
26.97862,22.07197,21.52746,20.47469,19.54811,4.906649999999999,0.5445099999999989,1.0527700000000024,0.9265799999999977,0.7821329,GALAXY
21.03784,20.25805,18.71511,18.07788,17.69242,0.7797899999999984,1.5429400000000015,0.6372299999999989,0.3854600000000019,0.4236314,GALAXY
24.27092,21.32734,20.73207,20.58731,20.73735,2.9435800000000008,0.5952699999999993,0.14476000000000155,-0.15004000000000062,-0.001065706,STAR
23.23101,22.8512,21.36546,20.94358,20.42494,0.37981000000000265,1.4857399999999998,0.42187999999999803,0.5186400000000013,-0.0002736818,STAR
25.13215,21.38775,20.83602,20.67327,20.48266,3.744399999999999,0.5517299999999992,0.16275000000000261,0.1906099999999995,3.193797,QSO
19.54814,18.50743,18.03165,17.82018,17.68924,1.0407100000000007,0.4757800000000003,0.2114699999999985,0.13093999999999895,-0.0001114395,STAR
19.73415,19.68657,19.51037,19.08484,19.06619,0.047579999999999956,0.1761999999999979,0.42553000000000196,0.018650000000000944,1.757549,QSO
23.77446,23.29089,21.80721,20.6188,19.98369,0.4835700000000003,1.4836799999999997,1.188410000000001,0.635110000000001,3.259241e-05,STAR
22.93972,21.1578,19.60384,18.49934,17.85413,1.7819199999999995,1.55396,1.1045000000000016,0.6452099999999987,0.0001926463,STAR
21.68178,21.62483,21.11809,21.07944,20.875,0.0569500000000005,0.5067400000000006,0.038649999999996965,0.20444000000000173,1.155683,QSO
19.46829,19.21473,19.28602,19.15874,19.21588,0.25356000000000023,-0.07129000000000119,0.12727999999999895,-0.05713999999999686,0.6303637,QSO
19.91365,17.90346,17.11921,16.78342,16.63619,2.0101900000000015,0.7842500000000001,0.33578999999999937,0.14723000000000042,8.569868e-05,STAR
22.62224,22.29546,21.95896,21.68433,20.97102,0.32678000000000296,0.33649999999999736,0.27463000000000193,0.7133099999999999,1.989826,QSO
21.41066,19.25123,17.86983,17.31308,16.88922,2.1594300000000004,1.3813999999999993,0.556750000000001,0.4238599999999977,0.2147884,GALAXY
24.42964,22.48803,21.18156,19.72663,19.07131,1.9416100000000007,1.3064699999999974,1.454930000000001,0.6553199999999997,-3.965356e-05,STAR
18.15799,17.9809,18.00054,17.79289,17.86704,0.1770900000000033,-0.019640000000002544,0.207650000000001,-0.0741499999999995,1.687172,QSO
20.90329,20.62496,19.60555,18.77527,18.26755,0.27832999999999686,1.0194100000000006,0.8302800000000019,0.5077199999999991,0.5937147,GALAXY
21.58782,21.70903,21.69683,21.38044,21.06251,-0.12120999999999782,0.012199999999999989,0.3163899999999984,0.3179300000000005,1.990356,QSO
24.29267,23.97043,21.13318,20.23001,19.4027,0.32224000000000075,2.837250000000001,0.9031699999999994,0.8273100000000007,0.6262011,GALAXY
22.10415,22.83055,21.55449,20.34815,19.49672,-0.7263999999999982,1.2760599999999975,1.2063400000000009,0.8514300000000006,0.6888111,GALAXY
21.11352,20.80581,20.57063,20.52446,20.19418,0.30771000000000015,0.23517999999999972,0.046170000000000044,0.3302800000000019,1.174862,QSO
17.25492,16.45435,15.99913,15.75156,15.54084,0.8005699999999969,0.4552200000000024,0.24756999999999962,0.21072000000000024,0.03005024,GALAXY
20.97738,20.35223,19.75981,19.65212,19.64717,0.6251500000000014,0.5924199999999971,0.10769000000000162,0.004950000000000898,1.037908,QSO
19.25017,17.16482,16.14663,15.68746,15.3298,2.085350000000002,1.0181900000000006,0.4591699999999985,0.3576599999999992,0.09550445,GALAXY
22.9171,22.59236,20.98469,19.74929,19.2317,0.324740000000002,1.6076699999999988,1.235400000000002,0.5175899999999984,0.6054333,GALAXY
20.50268,20.2555,20.31766,19.99758,20.20233,0.24718000000000018,-0.06215999999999866,0.3200800000000008,-0.20475000000000065,1.781868,QSO
22.92601,22.5971,21.16688,19.80064,19.04015,0.3289100000000005,1.430220000000002,1.3662399999999977,0.7604900000000008,-0.0002384913,STAR
22.31011,20.3145,18.43188,17.76924,17.4283,1.9956100000000028,1.8826199999999993,0.6626399999999997,0.3409399999999998,0.3457138,GALAXY
25.53765,23.30253,22.18056,19.16912,17.69176,2.2351199999999984,1.121970000000001,3.0114400000000003,1.477360000000001,-3.4287e-05,STAR
22.05511,21.6948,20.65286,19.76574,19.52576,0.36030999999999835,1.0419400000000003,0.8871199999999995,0.23998000000000275,0.605906,GALAXY
22.35658,19.51027,18.08961,17.02243,16.45938,2.8463100000000026,1.420659999999998,1.0671800000000005,0.5630500000000005,-8.71958e-05,STAR
21.21359,21.04736,20.79005,20.7969,20.22846,0.16622999999999877,0.25731000000000037,-0.006850000000000023,0.5684400000000025,1.023108,QSO
23.64864,21.96082,22.17043,22.19963,21.24846,1.687820000000002,-0.2096100000000014,-0.02919999999999945,0.9511699999999976,2.414741,QSO
21.13727,20.60742,20.16557,19.85991,19.86138,0.5298499999999997,0.4418500000000023,0.3056599999999996,-0.0014700000000011926,1.455546,QSO
22.39958,22.25462,21.87751,21.91333,21.99039,0.1449600000000011,0.3771099999999983,-0.03581999999999752,-0.07706000000000301,1.231807,QSO
22.0501,22.11451,21.69641,21.82736,21.47821,-0.06440999999999875,0.41809999999999903,-0.13094999999999857,0.3491499999999981,1.460821,QSO
22.08503,21.50579,21.61788,21.59924,21.63172,0.5792399999999986,-0.11208999999999847,0.01863999999999777,-0.03247999999999962,2.239779,QSO
19.27087,18.10638,17.73539,17.68777,17.53367,1.1644899999999971,0.3709900000000026,0.04761999999999844,0.15409999999999968,-0.0001824363,STAR
22.27899,21.42202,20.69485,20.38532,20.27261,0.8569700000000005,0.727170000000001,0.30952999999999875,0.11270999999999987,1.256318,QSO
24.37651,21.4175,20.73102,20.50611,20.42963,2.9590099999999993,0.6864799999999995,0.22491000000000128,0.0764800000000001,-0.000276137,STAR
18.51403,18.264,18.0635,18.22198,18.24212,0.2500300000000024,0.20049999999999812,-0.1584799999999973,-0.02014000000000138,0.9953191,QSO
19.43389,17.88849,17.43427,17.25066,17.15198,1.5454000000000008,0.4542199999999994,0.1836100000000016,0.09868000000000166,0.0001409307,STAR
22.59646,21.85462,20.14627,19.34523,19.05752,0.7418399999999998,1.7083499999999994,0.8010400000000004,0.2877100000000006,0.4496571,GALAXY
20.72946,20.62613,20.37302,20.31219,20.41174,0.1033299999999997,0.2531099999999995,0.060829999999999274,-0.0995500000000007,1.162125,QSO
21.75425,19.43876,17.97786,16.99891,16.48139,2.3154900000000005,1.4608999999999988,0.9789500000000011,0.5175199999999975,-8.373192e-06,STAR
24.31427,21.96854,21.7459,21.87383,21.63137,2.3457299999999996,0.22264000000000195,-0.12793000000000276,0.24246000000000123,2.949627,QSO
20.32977,18.48003,17.29824,16.77725,16.37093,1.8497400000000006,1.1817899999999995,0.5209900000000012,0.40631999999999735,0.1499947,GALAXY
23.20943,21.05125,19.65031,18.69956,18.30411,2.1581800000000015,1.4009399999999985,0.9507499999999993,0.3954500000000003,-0.0001337711,STAR
22.17806,21.66704,21.36929,21.06618,20.56824,0.5110199999999985,0.2977500000000006,0.3031100000000002,0.4979399999999998,0.732157,QSO
19.41399,18.23463,17.74263,17.58676,17.50622,1.179359999999999,0.4920000000000009,0.15586999999999662,0.08054000000000272,-0.0001511514,STAR
20.89581,20.72936,20.51391,20.17671,20.03346,0.1664500000000011,0.21545000000000059,0.3371999999999993,0.14324999999999832,1.625426,QSO
21.61118,21.59209,21.50832,21.46789,21.01111,0.01909000000000205,0.08376999999999768,0.04043000000000063,0.45678000000000196,0.8589716,QSO
21.45405,20.97624,20.88142,20.80783,20.44015,0.47780999999999807,0.09482000000000212,0.07358999999999938,0.36768,0.8697448,QSO
19.6007,19.49171,19.43624,19.1966,19.09381,0.10898999999999859,0.055469999999999686,0.2396400000000014,0.10278999999999883,1.762359,QSO
23.41982,23.32436,23.18634,21.14298,20.71388,0.09546000000000276,0.13801999999999737,2.04336,0.4291000000000018,1.04456,QSO
23.68618,23.39405,22.13872,20.72207,19.90908,0.2921300000000002,1.2553300000000007,1.4166500000000006,0.8129899999999992,0.6872157,GALAXY
19.49534,19.31938,19.38081,19.09097,19.06845,0.1759599999999999,-0.06143000000000143,0.28984000000000165,0.022520000000000095,1.760641,QSO
24.03894,21.16998,20.97692,20.94892,21.23166,2.8689600000000013,0.19305999999999912,0.027999999999998693,-0.28274000000000044,2.894236,QSO
21.30474,20.83603,20.64938,20.22575,20.21734,0.46870999999999796,0.1866500000000002,0.4236299999999993,0.00841000000000136,0.6916484,QSO
24.75802,21.99376,20.46322,19.69167,19.4085,2.7642599999999966,1.530540000000002,0.7715500000000013,0.28316999999999837,0.3737704,GALAXY
19.42213,17.46874,16.49905,16.08144,15.71669,1.9533899999999988,0.9696899999999999,0.4176099999999998,0.3647500000000008,0.09399127,GALAXY
25.26471,25.11437,21.49762,21.82636,20.93914,0.15033999999999992,3.6167499999999997,-0.3287399999999998,0.8872200000000028,0.8745828,QSO
19.05685,17.84212,17.17141,16.79461,16.56534,1.2147299999999994,0.6707099999999997,0.3768000000000029,0.22926999999999964,0.107163,GALAXY
24.2866,22.04291,20.06946,18.65717,17.85871,2.243690000000001,1.9734499999999997,1.4122899999999987,0.7984600000000022,-3.993006e-05,STAR
19.38461,18.48062,17.64685,17.51499,17.06081,0.9039900000000003,0.8337699999999977,0.13185999999999964,0.4541800000000009,0.2683275,QSO
22.25501,20.88304,19.02483,18.44344,18.09703,1.3719699999999975,1.8582099999999997,0.5813900000000025,0.3464099999999988,0.3301419,GALAXY
25.26202,24.64792,23.51762,21.17913,19.69929,0.6141000000000005,1.1302999999999983,2.33849,1.4798399999999994,0.0002087043,STAR
20.87193,20.81083,20.56798,20.43592,20.40816,0.06109999999999971,0.24285000000000068,0.13205999999999918,0.027760000000000673,1.313307,QSO
22.0553,23.95702,22.10164,20.48243,19.69736,-1.901720000000001,1.8553800000000003,1.619209999999999,0.785070000000001,0.7906913,GALAXY
22.85018,21.19284,21.06314,21.02435,20.90773,1.6573400000000014,0.1296999999999997,0.03879000000000232,0.1166199999999975,-0.00015583,STAR
23.14826,20.96271,19.17008,18.46879,18.03516,2.185549999999999,1.7926300000000026,0.7012900000000002,0.4336299999999973,0.375504,GALAXY
22.85575,21.47972,19.58635,18.75631,18.34977,1.37603,1.8933700000000009,0.8300400000000003,0.4065399999999997,0.4536946,GALAXY
23.32242,22.06487,21.33951,21.05728,20.37933,1.257550000000002,0.7253599999999985,0.282230000000002,0.6779499999999992,2.159002,QSO
20.77386,19.25971,18.68839,18.46233,18.40166,1.5141500000000008,0.57132,0.22605999999999682,0.06067000000000178,0.0001013437,STAR
22.13235,21.6368,21.50744,21.44323,21.07676,0.49554999999999794,0.12936000000000192,0.06420999999999921,0.36646999999999963,1.168528,QSO
20.68715,19.85076,19.2282,18.83667,18.53157,0.836389999999998,0.62256,0.3915299999999995,0.30510000000000304,2.978163,QSO
23.62859,21.72461,20.51622,19.736,19.32468,1.9039800000000007,1.2083899999999979,0.7802199999999999,0.4113199999999999,0.3401736,GALAXY
21.37467,20.11347,19.5549,19.25606,19.21805,1.2611999999999988,0.5585699999999996,0.29883999999999844,0.03800999999999988,1.167193,QSO
19.33957,19.25449,18.95342,19.02468,19.03853,0.08507999999999782,0.3010699999999993,-0.07125999999999877,-0.013850000000001472,1.249538,QSO
19.72125,18.37351,17.83084,17.63008,17.52504,1.3477400000000017,0.5426700000000011,0.20075999999999894,0.10503999999999891,-0.0002579961,STAR
23.77797,24.05727,21.90869,20.83223,19.95545,-0.2792999999999992,2.148579999999999,1.0764600000000009,0.8767800000000001,0.7639118,GALAXY
20.99083,20.79304,20.75166,20.44382,20.63122,0.1977899999999977,0.041380000000000194,0.30784000000000233,-0.18740000000000023,1.950271,QSO
20.36847,17.98733,16.51479,15.32946,14.699,2.3811399999999985,1.4725399999999986,1.1853300000000022,0.6304599999999994,1.071759e-05,STAR
19.66854,17.60861,16.68963,16.24953,15.91881,2.0599300000000014,0.9189799999999977,0.44010000000000105,0.33071999999999946,0.09607875,GALAXY
21.96769,21.65574,21.47001,21.36704,21.84751,0.3119499999999995,0.18573000000000306,0.10296999999999912,-0.4804700000000004,1.804358,QSO
17.99744,16.70691,16.24357,16.0782,16.02911,1.2905300000000004,0.4633400000000023,0.16536999999999935,0.049089999999999634,-1.278361e-05,STAR
23.95684,21.37612,19.75149,18.49137,17.77083,2.5807199999999995,1.6246299999999998,1.2601200000000006,0.7205399999999997,0.0002528483,STAR
23.82656,21.13009,20.01836,19.48638,19.24809,2.6964700000000015,1.1117299999999979,0.5319800000000008,0.23828999999999922,0.2106052,GALAXY
26.3719,22.31892,21.31912,21.35832,20.91249,4.052980000000002,0.9997999999999969,-0.03919999999999746,0.44583000000000084,0.3504938,GALAXY
23.00546,20.60006,19.42889,19.31003,19.10286,2.4054,1.17117,0.11885999999999797,0.2071700000000014,-4.823917e-05,STAR
25.52656,23.98114,24.86639,21.95848,18.81368,1.54542,-0.8852499999999992,2.9079099999999976,3.1448,8.572642e-05,STAR
18.67145,17.44608,16.91577,16.59292,16.42932,1.2253700000000016,0.5303100000000001,0.32284999999999897,0.16359999999999886,0.0505667,GALAXY
22.59045,21.53248,21.44731,21.23611,20.95328,1.057970000000001,0.08516999999999797,0.2112000000000016,0.2828300000000006,2.940972,QSO
17.91554,16.98712,16.69485,16.56794,16.4127,0.9284199999999991,0.29227000000000203,0.12690999999999875,0.15523999999999916,0.03167323,GALAXY
20.85844,20.95043,20.87225,20.78356,20.65223,-0.09198999999999913,0.0781799999999997,0.08868999999999971,0.13133000000000195,2.129886,QSO
21.34946,21.12549,20.8911,20.84926,20.66684,0.22397000000000133,0.23438999999999766,0.04184000000000054,0.18242000000000047,1.059379,QSO
23.19154,21.51874,21.52098,21.40274,21.58318,1.6727999999999987,-0.002240000000000464,0.11824000000000012,-0.18043999999999727,0.0001879598,STAR
23.49275,20.0189,19.1211,20.37064,19.71614,3.4738500000000023,0.8978000000000002,-1.2495400000000032,0.6545000000000023,0.0002038264,STAR
16.52681,15.40873,14.92917,14.68397,14.47564,1.1180800000000009,0.4795600000000011,0.24519999999999875,0.20833000000000013,0.0227975,GALAXY
21.94149,21.59599,20.57335,19.94415,19.83502,0.34550000000000125,1.022639999999999,0.6292000000000009,0.1091300000000004,0.8816677,GALAXY
25.43369,22.60787,20.96354,19.86421,19.31367,2.82582,1.64433,1.0993299999999984,0.5505400000000016,0.5607879,GALAXY
24.16671,22.03371,20.46242,19.45581,19.09414,2.132999999999999,1.5712899999999976,1.006610000000002,0.36167000000000016,4.768696e-05,STAR
19.15203,17.91083,17.39434,17.08712,16.91621,1.2411999999999992,0.516490000000001,0.30722000000000094,0.17090999999999923,0.0323321,GALAXY
16.88986,15.33756,14.74232,14.52093,14.4619,1.552299999999999,0.5952400000000004,0.22138999999999953,0.059029999999999916,-2.43679e-05,STAR
18.62528,17.32307,16.72009,16.41063,16.11067,1.3022099999999988,0.6029800000000023,0.30945999999999785,0.2999600000000022,0.0387584,GALAXY
24.4363,21.32708,19.61544,18.84949,18.44236,3.1092200000000005,1.7116399999999992,0.7659500000000001,0.40712999999999866,0.4613388,GALAXY
23.16639,21.51026,20.92758,20.68863,20.53837,1.656130000000001,0.5826799999999999,0.2389499999999991,0.1502599999999994,1.281051,QSO
22.00164,21.66294,21.37945,21.11247,21.30105,0.33869999999999933,0.28349000000000046,0.2669800000000002,-0.18858000000000175,0.0001305361,STAR
20.40214,20.16259,19.98689,19.6818,19.85159,0.2395499999999977,0.17570000000000263,0.30508999999999986,-0.16979000000000255,1.703224,QSO
23.17872,22.54855,20.5172,19.49789,19.00811,0.6301699999999997,2.0313499999999998,1.0193099999999973,0.4897800000000032,0.520169,GALAXY
22.66204,19.87823,18.34533,17.77992,17.34047,2.7838100000000026,1.532899999999998,0.56541,0.4394500000000008,0.2781118,GALAXY
23.39813,20.69823,19.3609,18.13265,17.52647,2.6998999999999995,1.337329999999998,1.2282499999999992,0.6061800000000019,-1.773631e-06,STAR
20.00477,19.03065,18.53458,18.33686,18.25949,0.9741199999999992,0.4960700000000031,0.1977199999999968,0.07737000000000194,-0.0002614365,STAR
19.32317,17.70194,16.84319,16.44899,16.12686,1.6212300000000006,0.8587500000000006,0.39420000000000144,0.3221299999999978,0.03299421,GALAXY
22.99198,22.26324,21.51443,20.66808,20.39382,0.7287400000000019,0.7488099999999989,0.846350000000001,0.27425999999999817,0.8045511,GALAXY
20.80792,20.75309,20.38577,20.32802,20.48371,0.054829999999999046,0.3673199999999994,0.05775000000000219,-0.15568999999999988,1.220977,QSO
22.64249,21.19742,20.92408,20.86587,20.50352,1.4450699999999976,0.273340000000001,0.058209999999998985,0.3623499999999993,2.915326,QSO
21.50414,21.42635,21.31647,21.21529,20.80253,0.07779000000000025,0.10988000000000042,0.10117999999999938,0.4127599999999987,2.073803,QSO
22.4476,20.79087,19.04618,18.22958,17.80421,1.6567299999999996,1.744690000000002,0.8166000000000011,0.42536999999999736,0.4538349,GALAXY
23.45585,21.05089,19.2818,18.48832,17.98996,2.4049600000000027,1.7690899999999985,0.7934799999999989,0.4983600000000017,0.4224629,GALAXY
26.05801,23.61966,21.97198,20.50759,19.84514,2.43835,1.6476800000000011,1.464389999999998,0.6624499999999998,1.039629,QSO
24.53722,21.69563,21.52313,21.32021,22.80751,2.84159,0.17250000000000298,0.20291999999999888,-1.4873000000000012,0.0008080932,STAR
25.35305,25.5549,23.51489,20.29282,18.72616,-0.2018500000000003,2.0400099999999988,3.222070000000002,1.5666599999999988,-0.0001451738,STAR
19.61205,18.7674,18.45277,18.32469,18.261,0.8446500000000015,0.3146299999999975,0.12808000000000064,0.06369000000000113,0.0007250555,STAR
20.04976,20.04113,19.99553,19.72921,19.66306,0.008630000000000138,0.04560000000000031,0.26632000000000033,0.06614999999999682,2.005574,QSO
23.61143,21.33427,21.08527,21.09826,20.72268,2.2771599999999985,0.24899999999999878,-0.012989999999998503,0.37557999999999936,2.202543,QSO
21.21091,20.22963,20.11371,20.13015,19.80049,0.9812799999999982,0.11591999999999913,-0.016439999999999344,0.3296600000000005,2.665428,QSO
21.54506,20.54016,18.70395,18.03307,17.57991,1.0048999999999992,1.8362100000000012,0.6708800000000004,0.4531599999999969,0.3913283,GALAXY
21.84331,20.80168,20.41927,20.98209,20.67888,1.0416299999999978,0.38241000000000014,-0.5628199999999985,0.30321,0.0002848913,STAR
22.67613,24.48753,22.65487,20.63132,19.05362,-1.811399999999999,1.8326600000000006,2.02355,1.5777,-0.0001381409,STAR
22.26698,21.97371,21.80792,21.53811,21.96218,0.2932699999999997,0.16579000000000121,0.26980999999999966,-0.4240700000000004,1.618589,QSO
18.71604,17.79869,17.50792,17.39799,17.37788,0.917349999999999,0.29077000000000197,0.10992999999999853,0.020109999999998962,0.0004553469,STAR
21.75281,19.33545,17.95326,17.44884,17.1239,2.4173599999999986,1.3821900000000014,0.5044199999999996,0.32494000000000156,0.2369027,GALAXY
19.02759,17.1434,16.25306,15.85192,15.52483,1.8841900000000003,0.8903399999999984,0.4011400000000016,0.3270900000000001,0.07699183,GALAXY
25.48834,22.309,20.29373,19.4392,18.94384,3.17934,2.015270000000001,0.8545300000000005,0.495359999999998,0.4683439,GALAXY
21.39474,21.41653,21.10926,20.92718,20.82491,-0.021790000000002863,0.3072700000000026,0.18207999999999913,0.10227000000000075,1.194162,QSO
20.39463,20.32504,20.21298,19.9466,20.07386,0.06958999999999804,0.1120599999999996,0.2663800000000016,-0.1272599999999997,1.87122,QSO
24.51929,21.68827,20.24963,19.27658,18.92417,2.8310200000000023,1.4386399999999995,0.9730500000000006,0.352409999999999,0.5153073,GALAXY
21.56563,21.29404,21.07791,21.02351,21.21241,0.2715899999999998,0.2161299999999997,0.05439999999999756,-0.18889999999999674,1.015296,QSO
21.99402,21.73958,21.40535,21.13148,20.58375,0.2544399999999989,0.3342300000000016,0.2738699999999987,0.5477300000000014,0.8866076,QSO
21.75282,21.2918,21.30414,21.50926,22.38212,0.4610200000000013,-0.012340000000001794,-0.20512000000000086,-0.8728599999999993,0.001197937,STAR
